代码,    名称,现价,所属行业,总市值,流通市值,
SH600598,北大荒,17.02,种植业与林业,30256112000,30256112000,
SH600599,熊猫金控,6.08,保险及其他,1009280000,1009280000,
SH600600,青岛啤酒,52.75,饮料制造,71264342000,36709443000,
SH600601,方正科技,3.54,半导体及元件,7769914900,7769914900,
SH600602,云赛智联,7.16,计算机应用,9792541900,7399607000,
SH600603,广汇物流,5.18,物流,6526262600,3726590300,
SH600604,市北高新,7.90,园区开发,14799108000,11118893000,
SH600605,汇通能源,10.29,房地产开发,1516175900,1516175900,
SH600606,绿地控股,5.66,房地产开发,68871754000,68871754000,
SH600609,金杯汽车,4.51,汽车零部件,4927928800,4927928800,
SH600611,大众交通,3.60,公交,8510842300,5627938900,
SH600612,老凤祥,41.09,家用轻工,21494909000,13030034700,
SH600613,神奇制药,6.60,化学制药,3524872700,3163511900,
SH600615,丰华股份,7.92,新材料,1489122400,1485986100,
SH600616,金枫酒业,4.86,饮料制造,2501049300,2501049300,
SH600617,国新能源,3.55,燃气水务,3850556100,3460945900,
SH600618,氯碱化工,7.22,基础化学,8349207800,5413844600,
SH600619,海立股份,7.88,白色家电,6960406000,4587271500,
SH600620,天宸股份,5.59,综合,3838525100,3838525100,
SH600621,华鑫股份,16.60,证券,17610928000,8885150400,
SH600622,光大嘉宝,4.52,房地产开发,6778578000,6778578000,
SH600623,华谊集团,5.22,化学制品,10989649100,9720667100,
SH600624,复旦复华,8.39,化学制药,5744733800,5744733800,
SH600626,申达股份,4.91,纺织制造,4184750400,3968050100,
SH600628,新世界,11.88,零售,7684879600,7684879600,
SH600629,华建集团,7.82,建筑装饰,4177076800,4055841100,
SH600630,龙头股份,6.69,服装家纺,2842324100,2842324100,
SH600633,浙数文化,9.57,传媒,12459412200,12459412200,
SH600635,大众公用,4.30,燃气水务,12695469100,10400804200,
SH600636,三爱富,12.38,传媒,5533078600,5533078600,
SH600637,东方明珠,9.01,通信服务,30764647000,30764647000,
SH600638,新黄浦,5.03,房地产开发,3387185800,3387185800,
SH600639,浦东金桥,14.28,园区开发,16028056000,12141380100,
SH600640,号百控股,17.18,传媒,13670056000,13670056000,
SH600641,万业企业,18.30,房地产开发,14752705000,14752705000,
SH600642,申能股份,5.30,电力,26033803000,24125803000,
SH600643,爱建集团,7.91,保险及其他,12829406600,11343403300,
SH600644,乐山电力,5.02,电力,2702771300,2702771300,
SH600645,中源协和,18.65,生物制品,8727638400,7157396100,
SH600647,同达创业,12.02,贸易,1672505500,1672505500,
SH600648,外高桥,14.35,园区开发,16292260000,13414259800,
SH600649,城投控股,5.16,房地产开发,13052610300,13052610300,
SH600650,锦江投资,8.77,公交,4837620600,3425211900,
SH600651,飞乐音响,--,光学光电子,3201965000,3201965000,
SH600653,申华控股,1.89,交运设备服务,3678658800,3678658800,
SH600655,豫园股份,7.60,零售,29516591000,12182785900,
SH600657,信达地产,3.94,房地产开发,11236401700,6005586100,
SH600658,电子城,4.84,园区开发,5413951600,5413951600,
SH600660,福耀玻璃,19.79,汽车零部件,49645541000,39639100000,
SH600661,昂立教育,15.60,传媒,4470161700,4041593800,
SH600662,强生控股,--,公交,3981709100,3981709100,
SH600663,陆家嘴,11.71,园区开发,47240452000,34350833000,
SH600664,哈药股份,3.66,化学制药,9175689800,9175455600,
SH600665,天地源,3.47,房地产开发,2998505100,2998505100,
SH600667,太极实业,10.79,半导体及元件,22725792000,22725792000,
SH600668,尖峰集团,15.55,建筑材料,5350503500,5350503500,
SH600671,天目药业,11.26,中药,1371230200,1370573200,
SH600673,东阳光,6.72,化学制药,20253390000,16523984000,
SH600674,川投能源,8.97,电力,39487200000,39487200000,
SH600675,中华企业,4.23,房地产开发,25786652000,9477193500,
SH600676,交运股份,3.97,汽车零部件,4083117000,4083117000,
SH600678,四川金顶,6.54,建筑材料,2282394600,2282394600,
SH600679,上海凤凰,10.28,非汽车交运,4134605200,2370557200,
SH600681,百川能源,5.45,燃气水务,7862934700,7643029400,
SH600682,南京新百,8.17,零售,10997900200,9081865700,
SH600683,京投发展,4.13,房地产开发,3059411500,3059411500,
SH600684,珠江实业,3.09,房地产开发,2637193600,2637193600,
SH600685,中船防务,14.93,国防军工,21103650000,12264027300,
SH600686,金龙汽车,5.79,汽车整车,4151704500,3513016000,
SH600688,上海石化,4.02,基础化学,43511730000,29461830000,
SH600689,上海三毛,7.88,纺织制造,1583811800,1199368650,
SH600690,海尔智家,15.46,白色家电,101720100000,97530224000,
SH600691,阳煤化工,1.96,化学制品,4656924600,3442526200,
SH600692,亚通股份,6.27,房地产开发,2205560700,1598915900,
SH600693,东百集团,4.82,零售,4329464500,4324733400,
SH600694,大商股份,22.26,零售,6538177200,6538177200,
SH600695,绿庭投资,7.27,保险及其他,5169930400,2664216200,
SH600697,欧亚集团,14.43,零售,2295640900,2238901300,
SH600699,均胜电子,20.35,汽车零部件,25178303000,25178303000,
SH600702,舍得酒业,24.02,饮料制造,8086188900,7915046400,
SH600703,三安光电,21.96,光学光电子,89562211000,89562211000,
SH600704,物产中大,4.68,物流,23691012000,20155274000,
SH600705,中航资本,3.93,保险及其他,35276960000,35147540000,
SH600706,曲江文旅,7.28,景点及旅游,1568196500,1554210200,
SH600707,彩虹股份,4.11,光学光电子,14748282000,5293542200,
SH600708,光明地产,2.94,房地产开发,6552192000,6542316600,
SH600710,苏美达,4.64,贸易,6063317400,4654979000,
SH600711,盛屯矿业,3.92,有色冶炼加工,9047494000,5957789000,
SH600712,南宁百货,5.04,零售,2745063000,2713394300,
SH600713,南京医药,4.38,医药商业,4562257200,3930724100,
SH600714,金瑞矿业,5.03,基础化学,1449526700,1449526700,
SH600715,文投控股,2.51,传媒,4655682300,3223341000,
SH600716,凤凰股份,3.62,房地产开发,3388539300,3388539300,
SH600717,天津港,5.36,港口航运,10772115000,10772115000,
SH600718,东软集团,11.09,计算机应用,13777887000,13777887000,
SH600719,大连热电,4.25,电力,1719548300,1719548300,
SH600720,祁连山,16.51,建筑材料,12816552600,12814446000,
SH600722,金牛化工,3.32,基础化学,2258661300,2258661300,
SH600723,首商股份,5.44,零售,3581737100,3579898400,
SH600724,宁波富达,4.38,建筑材料,6330155900,6328848900,
SH600727,鲁北化工,6.87,化学制品,2411278000,2410865800,
SH600728,佳都科技,9.35,计算机应用,16372855000,16068027000,
SH600729,重庆百货,27.06,零售,11000660300,10997900100,
SH600730,中国高科,4.50,综合,2639952000,2639952000,
SH600731,湖南海利,6.93,化学制品,2461693300,2263706100,
SH600732,爱旭股份,7.73,电气设备,14145036000,3450541200,
SH600733,北汽蓝谷,5.48,汽车整车,19145253000,9999096900,
SH600734,实达集团,3.11,通信设备,1935577900,1614689000,
SH600735,新华锦,5.09,家用轻工,1913800800,1913800800,
SH600736,苏州高新,5.25,房地产开发,6044287800,6044287800,
SH600737,中粮糖业,8.15,农产品加工,17431613000,17205455000,
SH600738,兰州民百,5.55,零售,4292727800,2284532000,
SH600739,辽宁成大,17.61,生物制品,26938190000,26938190000,
SH600740,山西焦化,5.57,煤炭开采加工,8444387500,4125766800,
SH600741,华域汽车,20.40,汽车零部件,64315569000,64315569000,
SH600742,一汽富维,9.43,汽车零部件,4787197600,4787197600,
SH600743,华远地产,2.30,房地产开发,5396032000,5396032000,
SH600744,华银电力,2.21,电力,3936284600,1829072000,
SH600745,闻泰科技,106.71,电子制造,119945637000,68002696000,
SH600746,江苏索普,6.52,化学制品,6835230900,1986395900,
SH600748,上实发展,5.17,房地产开发,9536390200,9536390200,
SH600749,西藏旅游,8.41,景点及旅游,1908780000,1908780000,
SH600750,江中药业,12.06,中药,6331500000,6331500000,
SH600751,海航科技,2.88,其他电子,8350092800,7410784500,
SH600753,东方银星,13.39,贸易,1713920000,1713920000,
SH600754,锦江酒店,29.32,酒店及餐饮,28086696000,23512776000,
SH600755,厦门国贸,6.29,贸易,11636960600,11636960600,
SH600756,浪潮软件,18.02,计算机应用,5840259500,5840259500,
SH600757,长江传媒,5.19,传媒,6298844900,6298050000,
SH600758,红阳能源,3.43,煤炭开采加工,4534519700,4530149800,
SH600759,洲际油气,2.16,石油矿业开采,4889176200,4877677500,
SH600760,中航沈飞,33.49,国防军工,46899037000,13346505000,
SH600761,安徽合力,9.21,专用设备,6817065200,6817065200,
SH600763,通策医疗,122.75,医疗器械服务,39358560000,39358560000,
SH600764,中国海防,26.68,国防军工,18959592000,8771469600,
SH600765,中航重机,9.45,国防军工,8822556300,7352130200,
SH600766,园城黄金,7.08,有色冶炼加工,1587525900,1585439100,
SH600768,宁波富邦,9.20,有色冶炼加工,1230474240,1230474240,
SH600769,祥龙电业,5.60,燃气水务,2099872300,2099872300,
SH600770,综艺股份,4.92,半导体及元件,6396000000,6396000000,
SH600771,广誉远,12.20,中药,6002396300,6002396300,
SH600773,西藏城投,5.54,房地产开发,4540920500,4133420000,
SH600774,汉商集团,10.69,零售,2426074100,2424040100,
SH600775,南京熊猫,7.95,通信设备,7265016300,5341116300,
SH600776,东方通信,16.67,通信设备,20937521000,15936521000,
SH600777,新潮能源,1.80,石油矿业开采,12240892500,7292225800,
SH600778,友好集团,4.47,零售,1392366300,1391130500,
SH600779,水井坊,46.10,饮料制造,22521957000,22510791000,
SH600780,通宝能源,3.23,电力,3703203100,3703203100,
SH600782,新钢股份,4.04,钢铁,12882439700,12882439700,
SH600783,鲁信创投,13.80,保险及其他,10272158300,10272158300,
SH600784,鲁银投资,4.21,综合,2392028700,2392028700,
SH600785,新华百货,14.56,零售,3285191400,3285191400,
SH600787,中储股份,4.73,物流,10405058900,10405058900,
SH600789,鲁抗医药,8.79,化学制药,7737219400,7490149100,
SH600790,轻纺城,3.16,零售,4631899300,4631899300,
SH600791,京能置业,3.39,房地产开发,1535263200,1533343400,
SH600792,云煤能源,2.87,煤炭开采加工,2841080700,2841080700,
SH600793,宜宾纸业,14.23,造纸,1798102800,1498419000,
SH600794,保税科技,3.22,物流,3903129900,3903129900,
SH600795,国电电力,1.99,电力,39104292000,39104292000,
SH600796,钱江生化,5.62,生物制品,1693880000,1693880000,
SH600797,浙大网新,8.61,计算机应用,9011532600,8814906500,
SH600798,宁波海运,3.07,港口航运,3704060000,3164712400,
SH600800,天津磁卡,4.79,基础化学,4801526000,2926479500,
SH600801,华新水泥,26.55,建筑材料,55664726000,36157910000,
SH600802,福建水泥,12.42,建筑材料,4742870900,4742870900,
SH600803,新奥股份,9.07,综合,11150257000,11150257000,
SH600804,鹏博士,7.11,通信设备,10184323500,10184064400,
SH600805,悦达投资,3.95,公路铁路运输,3361033300,3358587700,
SH600808,马钢股份,2.62,钢铁,20175785000,15635508000,
SH600809,山西汾酒,107.31,饮料制造,93523698000,92914177000,
SH600810,神马股份,7.33,化工合成材料,4214486100,4214486100,
SH600811,东方集团,3.57,综合,13261036800,13261036800,
SH600812,华北制药,8.75,化学制药,14269541000,14269541000,
SH600814,杭州解百,4.77,零售,3410677600,3410677600,
SH600816,安信信托,--,保险及其他,13672845000,13160726300,
SH600818,中路股份,10.80,非汽车交运,3471637400,2569945400,
SH600819,耀皮玻璃,4.63,建筑材料,4328661400,3460536400,
SH600820,隧道股份,5.72,建筑装饰,17984230000,17984230000,
SH600822,上海物贸,8.01,贸易,3972743000,3173144700,
SH600823,世茂股份,4.15,房地产开发,15567348000,15567348000,
SH600824,益民集团,3.14,服装家纺,3309645000,3309645000,
SH600825,新华传媒,5.37,传媒,5611047800,5611047800,
SH600826,兰生股份,9.76,贸易,4105468700,4105468700,
SH600827,百联股份,7.92,零售,14130611000,12707243400,
SH600828,XD茂业商,3.76,零售,6512254400,2463296000,
SH600829,人民同泰,7.55,医药商业,4378158900,4378158900,
SH600830,香溢融通,5.92,保险及其他,2689590700,2689590700,
SH600831,广电网络,6.67,通信服务,4738314100,4738314100,
SH600833,第一医药,9.56,医药商业,2132705500,2132705500,
SH600834,申通地铁,6.27,公交,2993184500,2993184500,
SH600835,上海机电,14.87,专用设备,15208134000,11992718900,
SH600837,海通证券,12.89,证券,148256910000,104307571000,
SH600838,上海九百,5.86,零售,2349168400,2349168400,
SH600839,四川长虹,2.61,视听器材,12048397400,12043380800,
SH600841,上柴股份,7.10,通用设备,6153497800,3705437000,
SH600843,上工申贝,6.62,专用设备,3631663200,2016755500,
SH600844,丹化科技,3.91,化学制品,3974609800,3216876800,
SH600845,宝信软件,50.70,计算机应用,57816772000,42403949000,
SH600846,同济科技,8.70,建筑装饰,5435425200,5435425200,
SH600847,万里股份,10.30,电气设备,1578860200,1578860200,
SH600848,上海临港,19.70,园区开发,41410744000,19951643000,
SH600850,华东电脑,21.90,计算机应用,9348063800,9348063800,
SH600851,海欣股份,7.56,化学制药,9125348600,5580838200,
SH600853,龙建股份,3.80,建筑装饰,3182188200,2651829800,
SH600854,春兰股份,3.63,白色家电,1885634500,1885634500,
SH600855,航天长峰,17.93,计算机设备,7881868200,6112904100,
SH600857,宁波中百,9.17,零售,2057013700,2057013700,
SH600858,银座股份,4.64,零售,2413109000,2401422900,
SH600859,王府井,12.99,零售,10083492000,7388414800,
SH600861,北京城乡,11.02,零售,3491190500,3491190500,
SH600862,中航高科,14.73,国防军工,20519613000,20519613000,
SH600863,内蒙华电,2.53,电力,14695508000,14695508000,
SH600864,哈投股份,6.29,证券,13086788600,13086788600,
SH600865,百大集团,5.84,零售,2197243400,2197243400,
SH600866,星湖科技,4.74,食品加工制造,3502950800,3423954200,
SH600867,通化东宝,12.68,生物制品,25790974000,25790974000,
SH600868,梅雁吉祥,3.15,电力,5979168300,5979168300,
SH600869,智慧能源,4.28,电气设备,9498829800,9498829800,
SH600871,石化油服,1.88,采掘服务,35690559000,22640203000,
SH600872,中炬高新,47.34,食品加工制造,37712805000,37712805000,
SH600873,梅花生物,4.56,农产品加工,14155561000,14048203000,
SH600874,创业环保,6.95,燃气水务,9919237600,7556237600,
SH600875,东方电气,8.61,电气设备,26852800000,17193312000,
SH600876,洛阳玻璃,13.12,建筑材料,7247442200,3661081900,
SH600879,航天电子,6.52,国防军工,17729649000,17729649000,
SH600880,博瑞传播,3.80,传媒,4154661900,4153514700,
SH600881,亚泰集团,2.97,综合,9649273400,9573443600,
SH600882,妙可蓝多,26.86,食品加工制造,10995330200,10919786500,
SH600883,博闻科技,8.53,建筑材料,2013830600,2013830600,
SH600884,杉杉股份,10.96,其他电子,12305504200,12305504200,
SH600885,宏发股份,32.73,电气设备,24376046000,24376046000,
SH600886,国投电力,7.69,电力,52184520000,52184520000,
SH600887,伊利股份,29.24,食品加工制造,177366530000,171993760000,
SH600888,新疆众和,4.53,有色冶炼加工,4690693800,3807355100,
SH600889,南京化纤,5.65,化工合成材料,2069855000,1909949300,
SH600890,中房股份,7.11,房地产开发,4118075900,4118075900,
SH600893,航发动力,24.75,国防军工,55683650000,48206232000,
SH600894,广日股份,7.00,专用设备,6019628300,6019628300,
SH600895,张江高科,13.32,园区开发,20628545000,20628545000,
SH600896,览海医疗,4.34,医疗器械服务,3771890000,3771890000,
SH600897,厦门空港,17.75,机场航运,5286127500,5286127500,
SH600900,长江电力,17.45,电力,383900000000,383900000000,
SH600901,江苏租赁,5.25,保险及其他,15679912000,9404272600,
SH600903,贵州燃气,9.80,燃气水务,11154213300,6190887200,
SH600908,无锡银行,5.06,银行,9352212500,8586045900,
SH600909,华安证券,7.25,证券,26252250000,26252250000,
SH600917,重庆燃气,6.70,燃气水务,10425200000,10425200000,
